"AN_EXERCICIO","NR_PERIODO","IN_PERIODICIDADE","CO_ESFERA","CO_PODER","ID_ENTE","NO_ENTE","SG_ENTE","fase_despesa","funcao","VALUE","QT_HABITANTE","ELEMENTLABEL","DT_STATUS_COLETA","dh_consulta"
"2017","1","B","M","E","2614006","Serrita","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1551246.66","19049","Total das Despesas Exceto Intra-Orçamentárias","2017-03-25T23:28:21Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2610608","Paudalho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5389816","54547","Total das Despesas Exceto Intra-Orçamentárias","2015-05-21T14:23:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2300408","Aiuaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2889178.96","17303","Total das Despesas Exceto Intra-Orçamentárias","2019-10-02T12:45:00Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2301109","Aracati","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","436572.29","73188","Total de Despesas Intraorçamentária","2018-11-30T20:37:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2302008","Barro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2771354.34","22361","Total das Despesas Exceto Intra-Orçamentárias","2018-07-30T14:04:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2600609","Alagoinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","204263.32","14554","Total de Despesas Intraorçamentária","2019-05-29T16:21:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2301109","Aracati","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8948253.91","72727","Total das Despesas Exceto Intra-Orçamentárias","2016-05-31T10:36:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2605004","Cupira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2528272.02","23841","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T12:23:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2610905","Pesqueira","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5300150.7","66153","Total das Despesas Exceto Intra-Orçamentárias","2016-09-28T12:44:23Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2602001","Bodocó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7347779.77","37571","Total das Despesas Exceto Intra-Orçamentárias","2018-03-07T18:35:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2300200","Acaraú","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5842992.54","60684","Total das Despesas Exceto Intra-Orçamentárias","2015-08-03T13:43:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2305332","Ibicuitinga","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2403557.13","12130","Total das Despesas Exceto Intra-Orçamentárias","2016-12-01T19:15:02Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2606804","Igarassu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1426371.91","112463","Total de Despesas Intraorçamentária","2017-05-05T20:35:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2603926","Carnaubeira da Penha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1505225.17","12836","Total das Despesas Exceto Intra-Orçamentárias","2019-11-27T17:08:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2309607","Pacajus","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","870915.96","69877","Total de Despesas Intraorçamentária","2017-08-10T19:03:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2606200","Goiana","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","6479544.15","78940","Total das Despesas Exceto Intra-Orçamentárias","2018-09-26T19:34:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2604155","Casinhas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","202550.87","14313","Total de Despesas Intraorçamentária","2019-05-30T12:39:40Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2613800","São Vicente Ferrer","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2376857.79","17688","Total das Despesas Exceto Intra-Orçamentárias","2015-11-26T19:38:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2309458","Ocara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3918874.25","25123","Total das Despesas Exceto Intra-Orçamentárias","2017-03-06T20:21:10Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2613701","São Lourenço da Mata","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","786714.75","111197","Total de Despesas Intraorçamentária","2018-09-26T19:09:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2605202","Escada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1433205.26","68448","Total de Despesas Intraorçamentária","2019-03-28T14:12:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","5","B","M","E","2311900","Saboeiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2131010.62","15793","Total das Despesas Exceto Intra-Orçamentárias","2015-11-30T21:10:07Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","5","B","M","E","2300705","Alto Santo","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2030675.4","16876","Total das Despesas Exceto Intra-Orçamentárias","2016-12-05T20:16:12Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2304459","Fortim","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2235781.15","15951","Total das Despesas Exceto Intra-Orçamentárias","2016-05-27T21:12:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2610400","Parnamirim","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2774991.1","21193","Total das Despesas Exceto Intra-Orçamentárias","2016-07-28T16:28:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2302800","Canindé","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","264509.56","76998","Total de Despesas Intraorçamentária","2016-12-21T14:31:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","3","B","M","E","2307254","Jijoca de Jericoacoara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3568425.78","19224","Total das Despesas Exceto Intra-Orçamentárias","2017-08-10T20:22:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2615300","Timbaúba","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","533413.77","50956","Total de Despesas Intraorçamentária","2019-07-23T19:04:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2609808","Orocó","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","477620.38","14827","Total de Despesas Intraorçamentária","2019-05-23T19:02:03Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2605301","Exu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","405208.48","31885","Total de Despesas Intraorçamentária","2019-07-30T19:19:33Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2308500","Mombaça","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7222866.5","43678","Total das Despesas Exceto Intra-Orçamentárias","2018-01-31T12:18:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2611804","Ribeirão","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","504451.84","46659","Total de Despesas Intraorçamentária","2016-09-29T20:09:28Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2306207","Itaiçaba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1096580.55","7656","Total das Despesas Exceto Intra-Orçamentárias","2017-02-08T21:06:19Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","5","B","M","E","2612901","São Benedito do Sul","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","140276.36","15717","Total de Despesas Intraorçamentária","2019-11-28T14:43:25Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4000328.25","38069","Total das Despesas Exceto Intra-Orçamentárias","2017-05-30T20:24:55Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2610301","Paranatama","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2642386.39","11478","Total das Despesas Exceto Intra-Orçamentárias","2019-07-23T19:36:37Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2309458","Ocara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1087666.73","25557","Total de Despesas Intraorçamentária","2019-10-01T11:58:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2602605","Brejo da Madre de Deus","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9146753.45","50249","Total das Despesas Exceto Intra-Orçamentárias","2020-03-31T01:30:35Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","436464.31","38069","Total de Despesas Intraorçamentária","2018-03-29T01:30:58Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2605103","Custódia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","829759.66","36474","Total de Despesas Intraorçamentária","2020-09-17T19:43:29Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","6","B","M","E","2608909","Limoeiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","7376508.84","56203","Total das Despesas Exceto Intra-Orçamentárias","2019-04-01T12:27:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2305233","Horizonte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","870089.3","66114","Total de Despesas Intraorçamentária","2019-03-29T19:59:27Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2605301","Exu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","257184.37","31858","Total de Despesas Intraorçamentária","2017-11-27T19:28:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2613503","São José do Belmonte","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4567943.08","33742","Total das Despesas Exceto Intra-Orçamentárias","2018-07-27T16:46:39Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2608057","Jatobá","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2328658.12","14740","Total das Despesas Exceto Intra-Orçamentárias","2019-07-30T19:42:56Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2312502","São João do Jaguaribe","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","909821.91","7691","Total das Despesas Exceto Intra-Orçamentárias","2019-05-27T19:48:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2602100","Bom Conselho","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","717247.71","47991","Total de Despesas Intraorçamentária","2017-11-28T14:44:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2615607","Trindade","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","841450.35","29842","Total de Despesas Intraorçamentária","2018-11-29T23:14:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","5","B","M","E","2608800","Lajedo","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","415214.53","39570","Total de Despesas Intraorçamentária","2018-11-28T15:32:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","3","B","M","E","2600401","Água Preta","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4148389","36454","Total das Despesas Exceto Intra-Orçamentárias","2019-07-22T23:35:24Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","1","B","M","E","2605202","Escada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1804787.66","67839","Total de Despesas Intraorçamentária","2018-03-28T20:50:54Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2309458","Ocara","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","61414.34","25557","Total de Despesas Intraorçamentária","2019-05-28T18:51:17Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","5","B","M","E","2602308","Bonito","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4854559.49","38069","Total das Despesas Exceto Intra-Orçamentárias","2017-11-29T14:01:43Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2600609","Alagoinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2761414.18","14554","Total das Despesas Exceto Intra-Orçamentárias","2020-04-17T20:38:36Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2307304","Juazeiro do Norte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","22304616.02","271926","Total das Despesas Exceto Intra-Orçamentárias","2019-05-30T12:45:18Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","6","B","M","E","2304269","Deputado Irapuan Pinheiro","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2273686.61","9585","Total das Despesas Exceto Intra-Orçamentárias","2020-02-03T21:06:06Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2302800","Canindé","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1173031.81","77261","Total de Despesas Intraorçamentária","2017-10-10T13:21:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","2","B","M","E","2614006","Serrita","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1700306.25","18985","Total das Despesas Exceto Intra-Orçamentárias","2015-06-01T23:31:42Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","4","B","M","E","2611705","Riacho das Almas","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","166211.27","20177","Total de Despesas Intraorçamentária","2016-12-01T21:44:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2306108","Irauçuba","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","228420.4","23704","Total de Despesas Intraorçamentária","2017-06-05T20:34:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2612505","Santa Cruz do Capibaribe","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","5161506.75","105936","Total das Despesas Exceto Intra-Orçamentárias","2019-09-26T12:09:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2613701","São Lourenço da Mata","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8990320.11","109298","Total das Despesas Exceto Intra-Orçamentárias","2016-01-30T22:57:30Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","2","B","M","E","2304103","Crateús","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","9298042.14","74982","Total das Despesas Exceto Intra-Orçamentárias","2019-05-21T14:15:49Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","4","B","M","E","2302404","Boa Viagem","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","904746.75","53945","Total de Despesas Intraorçamentária","2017-09-25T12:43:16Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2605608","Flores","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1302911.5","22588","Total das Despesas Exceto Intra-Orçamentárias","2016-03-31T19:53:01Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","3","B","M","E","2310605","Penaforte","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1707259.62","8743","Total das Despesas Exceto Intra-Orçamentárias","2015-07-30T18:19:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2604809","Cortês","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","846563.37","12624","Total das Despesas Exceto Intra-Orçamentárias","2015-04-28T20:55:11Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","6","B","M","E","2611903","Rio Formoso","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4620506.65","23078","Total das Despesas Exceto Intra-Orçamentárias","2016-01-28T20:34:51Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2605103","Custódia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","536609.54","36184","Total de Despesas Intraorçamentária","2016-05-30T21:12:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2603801","Capoeiras","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","336138.96","19997","Total de Despesas Intraorçamentária","2017-03-29T20:53:22Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2015","1","B","M","E","2610103","Palmeirina","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","1044243.09","8078","Total das Despesas Exceto Intra-Orçamentárias","2015-08-17T19:51:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","3","B","M","E","2613909","Serra Talhada","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","900583.53","84970","Total de Despesas Intraorçamentária","2018-07-30T13:02:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2615904","Tuparetama","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","123583.86","8149","Total de Despesas Intraorçamentária","2016-05-26T17:26:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","2","B","M","E","2310852","Pindoretama","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3574590.28","20207","Total das Despesas Exceto Intra-Orçamentárias","2016-05-27T16:43:41Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2018","4","B","M","E","2614303","Moreilândia","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","287095.16","11240","Total de Despesas Intraorçamentária","2018-11-05T20:02:47Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","1","B","M","E","2616506","Xexéu","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3040082.95","14691","Total das Despesas Exceto Intra-Orçamentárias","2019-04-01T18:38:45Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2019","4","B","M","E","2609600","Olinda","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","21547282.13","391835","Total das Despesas Exceto Intra-Orçamentárias","2019-09-27T15:09:05Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","6","B","M","E","2600708","Aliança","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","4545592.65","38261","Total das Despesas Exceto Intra-Orçamentárias","2018-02-28T18:54:46Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","3","B","M","E","2603108","Cachoeirinha","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2030592.67","19951","Total das Despesas Exceto Intra-Orçamentárias","2016-08-31T01:30:31Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2612208","Salgueiro","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","8085166.1","59769","Total das Despesas Exceto Intra-Orçamentárias","2017-01-30T19:16:44Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","1","B","M","E","2312106","Santana do Cariri","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","194927.42","17468","Total de Despesas Intraorçamentária","2016-04-08T20:52:14Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2016","6","B","M","E","2303709","Caucaia","CE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","3025695.15","353932","Total de Despesas Intraorçamentária","2017-05-12T01:32:50Z","##------ Sun Sep 20 09:30:05 2020 ------##"
"2017","2","B","M","E","2607802","Itaquitinga","PE","DESPESAS LIQUIDADAS NO BIMESTRE","Educação","2244784.03","16806","Total das Despesas Exceto Intra-Orçamentárias","2017-10-16T13:51:48Z","##------ Sun Sep 20 09:30:05 2020 ------##"
